id,title,authors,published,triage_status,summary
W7169861311,Expectation as Standard: A Cross-Modal Real-Time Calibration Mechanism for Human Sensory Judgment,Baichen YI,2026-07-21,Zenodo (CERN European Organization for Nuclear Research),drop,"Author Information Author: Baichen Yi Preprint Version 2.0 Affiliation: Independent Researcher, Xi'an, Shaanxi 710000, China ORCID: 0009-0008-6242-7743 Corresponding Author: Baichen Yi Email: ybcbenxin@163.com Conflict of Interest Statement: All authors declare no conflicts of interest related to this work. Copyright License This preprint is distributed under the CC BY-NC-ND 4.0 International License, permitting global sharing and redistribution provided that proper attribution is given, the use is non-commercial, and no derivative modifications are made to the original text. Special Authorization Statement: The author expressly authorizes any individual or institution to translate the full text or portions of this paper into other languages. Translated versions must preserve the core logic of the original and indicate the original source and author information. The full license text is available at: https://creativecommons.org/licenses/by-nc-nd/4.0/ Preprint Statement This is a preprint that has not undergone peer review. Based on cross-modal phenomenological induction and reinterpretation of existing literature, this paper proposes a testable structural hypothesis. All falsifiability conditions and operationalization criteria are presented in §6. Abstract Background: The MFY three-variable steady-state model has been cross-domain validated across psychology, economics, motor skills, AI alignment, mammalian behavior, placebo effects, and other fields. The proposition that ""expectation Y is the only legitimate intervention target of the system"" has received multiple independent supports. However, these validations have all focused on behavioral and decision-making levels, leaving a more fundamental question unaddressed: Where do the subjective experiential standards of human sensory systems themselves—taste, vision, olfaction, audition, touch, spatial distance perception, proprioception—originate? Methods: Starting from six cross-modal sensory calibration phenomena, and combining the definition of the Y variable in the MFY framework with the M₁→F₁→Y→F₂→M₂ transmission structure, this paper proposes and demonstrates a unified proposition: the subjective judgment standards of all sensory modalities are calibrated in real time by expectation Y. Neural conduction serves as the physical carrier of signals, while Y is the determinant of standards. This paper is fully compatible with existing findings in sensory neuroscience regarding signal transmission mechanisms, and supplements what has long remained unaddressed: where the ""judgment standard"" comes from after a signal arrives, and how it changes. Results: From six modalities—taste/olfaction (flavor adaptation and cross-cultural dietary experience reversal), touch/pain (tactile adaptation and placebo/nocebo effects), audition (auditory adaptation and soundscape calibration), spatial distance perception (distance judgment calibration in driving/combat), proprioception (body schema calibration in motor skill acquisition), and vision (Y recalibration under irreversible physical changes)—this paper induces six unified characteristics of Y-calibration in sensory systems. The core finding among these six characteristics is that the underlying variable filtered at the Y layer is not the physical attribute of the signal source, but trust level; the cumulative historical consistency between the signal source and the existing Y standard determines the calibration effect. This paper forms cross-validation with the Y/M dual-layer defense mechanism in §4.6 of the first paper, the expectation lock-in theory of the eighth paper, and the source dependence of the expansion coefficient of the tenth paper. It also converges dually with the trust mechanism independently derived from the motor skill acquisition scenario in the tenth paper V2.0. Conclusions: The proposition that ""Y is the standard itself"" is not a local law in a single domain, but a unified mechanism covering all levels from sensation to cognition to behavior. Real-time Y-calibration of sensory systems provides the most fundamental and pervasive empirical evidence for the MFY framework, elevating ""expectation-driven"" from a psychological hypothesis to a testable proposition about the infrastructure of the sensory-cognitive system. Keywords:",https://doi.org/10.5281/zenodo.21467691
W7168036188,Expectation as Standard: A Cross-Modal Real-Time Calibration Mechanism for Human Sensory Judgment,Baichen YI,2026-07-21,Zenodo (CERN European Organization for Nuclear Research),drop,"Author Information Author: Baichen Yi Preprint Version 2.0 Affiliation: Independent Researcher, Xi'an, Shaanxi 710000, China ORCID: 0009-0008-6242-7743 Corresponding Author: Baichen Yi Email: ybcbenxin@163.com Conflict of Interest Statement: All authors declare no conflicts of interest related to this work. Copyright License This preprint is distributed under the CC BY-NC-ND 4.0 International License, permitting global sharing and redistribution provided that proper attribution is given, the use is non-commercial, and no derivative modifications are made to the original text. Special Authorization Statement: The author expressly authorizes any individual or institution to translate the full text or portions of this paper into other languages. Translated versions must preserve the core logic of the original and indicate the original source and author information. The full license text is available at: https://creativecommons.org/licenses/by-nc-nd/4.0/ Preprint Statement This is a preprint that has not undergone peer review. Based on cross-modal phenomenological induction and reinterpretation of existing literature, this paper proposes a testable structural hypothesis. All falsifiability conditions and operationalization criteria are presented in §6. Abstract Background: The MFY three-variable steady-state model has been cross-domain validated across psychology, economics, motor skills, AI alignment, mammalian behavior, placebo effects, and other fields. The proposition that ""expectation Y is the only legitimate intervention target of the system"" has received multiple independent supports. However, these validations have all focused on behavioral and decision-making levels, leaving a more fundamental question unaddressed: Where do the subjective experiential standards of human sensory systems themselves—taste, vision, olfaction, audition, touch, spatial distance perception, proprioception—originate? Methods: Starting from six cross-modal sensory calibration phenomena, and combining the definition of the Y variable in the MFY framework with the M₁→F₁→Y→F₂→M₂ transmission structure, this paper proposes and demonstrates a unified proposition: the subjective judgment standards of all sensory modalities are calibrated in real time by expectation Y. Neural conduction serves as the physical carrier of signals, while Y is the determinant of standards. This paper is fully compatible with existing findings in sensory neuroscience regarding signal transmission mechanisms, and supplements what has long remained unaddressed: where the ""judgment standard"" comes from after a signal arrives, and how it changes. Results: From six modalities—taste/olfaction (flavor adaptation and cross-cultural dietary experience reversal), touch/pain (tactile adaptation and placebo/nocebo effects), audition (auditory adaptation and soundscape calibration), spatial distance perception (distance judgment calibration in driving/combat), proprioception (body schema calibration in motor skill acquisition), and vision (Y recalibration under irreversible physical changes)—this paper induces six unified characteristics of Y-calibration in sensory systems. The core finding among these six characteristics is that the underlying variable filtered at the Y layer is not the physical attribute of the signal source, but trust level; the cumulative historical consistency between the signal source and the existing Y standard determines the calibration effect. This paper forms cross-validation with the Y/M dual-layer defense mechanism in §4.6 of the first paper, the expectation lock-in theory of the eighth paper, and the source dependence of the expansion coefficient of the tenth paper. It also converges dually with the trust mechanism independently derived from the motor skill acquisition scenario in the tenth paper V2.0. Conclusions: The proposition that ""Y is the standard itself"" is not a local law in a single domain, but a unified mechanism covering all levels from sensation to cognition to behavior. Real-time Y-calibration of sensory systems provides the most fundamental and pervasive empirical evidence for the MFY framework, elevating ""expectation-driven"" from a psychological hypothesis to a testable proposition about the infrastructure of the sensory-cognitive system. Keywords:",https://doi.org/10.5281/zenodo.21312014
W7169831859,Mechanistically Interpretable Artificial Intelligence for Designing Oxygen Electrocatalysts,"Xueyu Hu, Yucun Zhou, H Li, Zheyu Luo, Nai Shi, Yan Ding, Weining Wang, Weilin Zhang, Doyeub Kim, Chanho Kim, Yoojin Ahn, Nikhil Govindarajan, Minda Zou, Zhijun Liu, Yuefeng Song, Meilin Liu",2026-07-21,Advanced Materials,keep,"ABSTRACT Oxygen reduction and evolution reactions (ORR and OER) are key electrochemical processes central to energy conversion and chemical transformation. However, the inherently complex, multi‐physics nature of ORR/OER—together with diverse operating environments—poses significant challenges to the rational design of electrocatalysts based on structure–property relationships. To overcome these challenges, we developed Two‐Stage Material Screening (TSMS), an AI‐driven framework that integrates density functional theory (DFT) computations, an active‐learning‐guided experimental feedback loop, and mechanistic interpretation to enable rapid discovery and systematic evaluation of promising electrocatalysts. Demonstrated in protonic solid oxide cells (P‐SOCs), TSMS screened 6,940,032 compositions and identified top‐performing candidates that were experimentally validated, achieving a peak power density of 2.68 W cm −2 in fuel cell mode and a current density of 3.51 A cm −2 at 1.3 V in electrolysis mode, with stable performance maintained over 500 h at 600°C. Our analysis revealed that electron affinity is strongly associated with thermodynamic stability, while d‐p hybridization and densification resistance emerge as the primary descriptors governing electrocatalytic activity. By combining predictive modeling with mechanistic understanding, TSMS establishes a versatile and broadly generalizable paradigm for accelerating materials discovery.",https://doi.org/10.1002/adma.74212
W7170072412,"CircuitKIT : Circuit Discovery, Evaluation, and Application Toolkit for Mechanistic Interpretability","Pratinav Seth, Hem Gosalia, Aditya Kasliwal, Vinay Kumar Sankarapu",2026-07-21,arXiv (Cornell University),keep,"Circuit analysis can support not only model explanation but also downstream interventions such as pruning, editing, steering, and selective fine-tuning. However, conducting such analyses currently requires stitching together separate implementations for discovery, evaluation, and intervention, as well as hand-authoring the contrastive prompts required by many discovery methods. This fragmentation makes methods difficult to compare and limits their application beyond canonical tasks. We introduce CircuitKIT, a source-available library that connects the circuit-analysis workflow through a typed, serializable representation. CircuitKIT provides a suite of discovery algorithms, declarative interfaces for mapping structured data into discovery tasks, complementary circuit diagnostics, and downstream application modules. Together, these components provide common infrastructure for conducting and comparing circuit analyses. The library, examples, notebooks, and documentation are released at https://github.com/Lexsi-Labs/CircuitKIT .",https://doi.org/10.48550/arxiv.2607.19317
W7170224572,"CircuitKIT : Circuit Discovery, Evaluation, and Application Toolkit for Mechanistic Interpretability","Pratinav Seth, Hem Gosalia, Aditya Kasliwal, Vinay Kumar Sankarapu",2026-07-21,arXiv (Cornell University),keep,"Circuit analysis can support not only model explanation but also downstream interventions such as pruning, editing, steering, and selective fine-tuning. However, conducting such analyses currently requires stitching together separate implementations for discovery, evaluation, and intervention, as well as hand-authoring the contrastive prompts required by many discovery methods. This fragmentation makes methods difficult to compare and limits their application beyond canonical tasks. We introduce CircuitKIT, a source-available library that connects the circuit-analysis workflow through a typed, serializable representation. CircuitKIT provides a suite of discovery algorithms, declarative interfaces for mapping structured data into discovery tasks, complementary circuit diagnostics, and downstream application modules. Together, these components provide common infrastructure for conducting and comparing circuit analyses. The library, examples, notebooks, and documentation are released at https://github.com/Lexsi-Labs/CircuitKIT .",https://openalex.org/W7170224572
W7169773082,The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,"Олег Ивченко, Iryna Ivchenko",2026-07-20,Zenodo (CERN European Organization for Nuclear Research),keep,Research article: The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,https://doi.org/10.5281/zenodo.21452869
W7169839614,The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,"Олег Ивченко, Iryna Ivchenko",2026-07-21,Zenodo (CERN European Organization for Nuclear Research),keep,Research article: The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,https://doi.org/10.5281/zenodo.21472162
W7170177632,Mechanistic Interpretability for Understanding Language Abilities in Large Language Models: A Survey,"Xufeng Duan, Zhaoqian Yao, Xinyu Zhou, Zihao Fu, Beijia Kan, Yibo Wang, Xiao Bei, Hengyuan Zhang, Xuemei Tang, Ercong Nie, Zhenguang G. Cai",2026-07-20,Preprints.org,keep,"Large Language Models (LLMs) exhibit strong performance across language tasks, raising the question of whether this success reflects linguistic abstraction or reliance on surface-level statistical patterns. This survey reviews recent advances in mechanistic interpretability (MI) for analyzing candidate internal mechanisms underlying linguistic competence in LLMs. We trace the shift from model-agnostic analyses to transformer-specific methods and summarize core approaches including probing, neuron- and circuit-level analysis, and causal interventions. Synthesizing empirical findings, we argue that current evidence supports an intermediate view: LLMs appear to use reusable mechanisms for some grammatical behaviors, while these mechanisms remain frequency-conditioned, distributed, and only partially understood. We further review interpretability studies of multilingual models, highlighting evidence for both language-specific and shared representations. Finally, we outline open challenges in scalability, benchmarking, and ethics, and discuss directions toward a more cautious mechanistic account of language in LLMs. The curated list of papers for this work is available at https://github.com/xufengduan/Awesome-Language-MI-Survey.",https://doi.org/10.20944/preprints202607.1441.v1
W7169860780,The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,"Олег Ивченко, Iryna Ivchenko",2026-07-21,Zenodo (CERN European Organization for Nuclear Research),keep,Research article: The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,https://doi.org/10.5281/zenodo.21472163
W7169754304,The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,"Олег Ивченко, Iryna Ivchenko",2026-07-20,Zenodo (CERN European Organization for Nuclear Research),keep,Research article: The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,https://doi.org/10.5281/zenodo.21452868
W7169866440,The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,"Олег Ивченко, Iryna Ivchenko",2026-07-21,Zenodo (CERN European Organization for Nuclear Research),keep,Research article: The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,https://doi.org/10.5281/zenodo.21464964
W7169870144,The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,"Олег Ивченко, Iryna Ivchenko",2026-07-21,Zenodo (CERN European Organization for Nuclear Research),keep,Research article: The 2025 AI Safety Landscape: Mechanistic Interpretability Results and Their Practical Implications,https://doi.org/10.5281/zenodo.21464965
W7171268218,Toward Mechanistic Interpretability of an AI Foundation Model Fine-Tuned for Atmospheric Chemistry,"Jason Y. Hu, Iván Higuera‐Mendieta, Patrick Obin Sturm, Makoto Kelp",2026-07-22,arXiv (Cornell University),keep,"Weather forecasting foundation models (FMs) are increasingly fine-tuned to predict air quality, offering fast global pollution forecasts at lower computational cost than conventional chemical transport models. These FMs are typically trained on reanalysis data and generate forecasts through autoregressive rollout. They do not explicitly represent governing physical or chemical processes. Therefore, high forecast skill does not reveal whether a model has learned physical mechanisms or exploits statistical regularities in its training data. Here, we present the first study of what a FM fine-tuned for atmospheric chemistry has learned by examining Microsoft's Aurora model. We impose controlled chemical perturbations on its forecasts and test them against known photochemical relationships. We then examine the internal representations that generate these forecasts. We find that Aurora captures a first-order ozone response to reactive nitrogen but does not enforce the chemical constraints that a process-based model encodes. It generates chemically inconsistent combinations of related species and relaxes localized emission features such as wildfire plumes toward background. Internally, its representations remain largely organized around the meteorology inherited during pretraining, with little structure specific to chemistry. Using sparse autoencoders, we identify internal components that causally control the chemical forecast but do not map cleanly onto individual atmospheric processes. This work provides a framework for testing whether AI forecasting systems learn atmospheric chemistry from reanalysis data. As these models are increasingly positioned to inform environmental policy decisions, we argue that composition forecasts should also be judged by their internal mechanisms rather than by benchmark skill alone.",https://openalex.org/W7171268218
W7170384948,Toward Mechanistic Interpretability of an AI Foundation Model Fine-Tuned for Atmospheric Chemistry,"Jason Y. Hu, Iván Higuera‐Mendieta, Patrick Obin Sturm, Makoto Kelp",2026-07-22,arXiv (Cornell University),keep,"Weather forecasting foundation models (FMs) are increasingly fine-tuned to predict air quality, offering fast global pollution forecasts at lower computational cost than conventional chemical transport models. These FMs are typically trained on reanalysis data and generate forecasts through autoregressive rollout. They do not explicitly represent governing physical or chemical processes. Therefore, high forecast skill does not reveal whether a model has learned physical mechanisms or exploits statistical regularities in its training data. Here, we present the first study of what a FM fine-tuned for atmospheric chemistry has learned by examining Microsoft's Aurora model. We impose controlled chemical perturbations on its forecasts and test them against known photochemical relationships. We then examine the internal representations that generate these forecasts. We find that Aurora captures a first-order ozone response to reactive nitrogen but does not enforce the chemical constraints that a process-based model encodes. It generates chemically inconsistent combinations of related species and relaxes localized emission features such as wildfire plumes toward background. Internally, its representations remain largely organized around the meteorology inherited during pretraining, with little structure specific to chemistry. Using sparse autoencoders, we identify internal components that causally control the chemical forecast but do not map cleanly onto individual atmospheric processes. This work provides a framework for testing whether AI forecasting systems learn atmospheric chemistry from reanalysis data. As these models are increasingly positioned to inform environmental policy decisions, we argue that composition forecasts should also be judged by their internal mechanisms rather than by benchmark skill alone.",https://doi.org/10.48550/arxiv.2607.20778
W7170669332,Mechanistic Interpretability of Biological Foundation Models: An Empirical Analysis of scGPT Gene-Embedding Geometry,Liu Chen,2026-07-24,Research Square,keep,,https://doi.org/10.21203/rs.3.rs-10461111/v1
W7170064532,When Is a Mechanistic Explanation Complete,Eric Needham,2026-07-22,Zenodo (CERN European Organization for Nuclear Research),keep,"Research code, locked protocols, and validation outputs accompanying a working paper on residual diagnostics for mechanistic interpretability. The archive includes synthetic tests and a controlled planted-omission study on one language model and one sparse autoencoder layer. Access is restricted while the work remains under development.",https://doi.org/10.5281/zenodo.21498650
W7170059223,When Is a Mechanistic Explanation Complete,Eric Needham,2026-07-22,Zenodo (CERN European Organization for Nuclear Research),keep,"Research code, locked protocols, and validation outputs accompanying a working paper on residual diagnostics for mechanistic interpretability. The archive includes synthetic tests and a controlled planted-omission study on one language model and one sparse autoencoder layer. Access is restricted while the work remains under development.",https://doi.org/10.5281/zenodo.21498651
W7166705189,Latent Space Disentanglement via Activation Steering for Interpretable Attribute Control in Symbolic Music Generation,"Ioannis Prokopiou, Pantelis Vikatos, Μάξιμος Καλιακάτσος-Παπακώστας, Θεόδωρος Γιαννακόπουλος, Themos Stafylakis",2026-08-31,Zenodo (CERN European Organization for Nuclear Research),drop,"Transformer-based architectures have significantly advanced the generation of complex symbolic sequences, yet a significant gap remains in achieving fine-grained, interpretable control over discrete signal attributes. This paper investigates the mechanistic interpretability of the Multitrack Music Transformer (MMT) and proposes a framework for deterministic attribute modulation without retraining to bridge this gap via inference-time activation steering. Utilizing the Difference-in-Means (DiffMean) methodology, we isolate latent directions for signal attributes, specifically Pitch and Duration, within the residual stream. We validate the Linear Representation Hypothesis in this domain, achieving high correlation between steering magnitude and attribute shift. To address the inherent feature entanglement in multi-attribute steering, we introduce a Dual Steering framework utilizing Gram-Schmidt Orthogonalization. Experimental results demonstrate that this geometric decoupling reduces conceptual interference and signal degradation compared to naive vector addition, enabling independent deterministic control even against strong autoregressive conditioning.",https://doi.org/10.5281/zenodo.20446288
W7166638406,Latent Space Disentanglement via Activation Steering for Interpretable Attribute Control in Symbolic Music Generation,"Ioannis Prokopiou, Pantelis Vikatos, Μάξιμος Καλιακάτσος-Παπακώστας, Θεόδωρος Γιαννακόπουλος, Themos Stafylakis",2026-08-31,Zenodo (CERN European Organization for Nuclear Research),drop,"Transformer-based architectures have significantly advanced the generation of complex symbolic sequences, yet a significant gap remains in achieving fine-grained, interpretable control over discrete signal attributes. This paper investigates the mechanistic interpretability of the Multitrack Music Transformer (MMT) and proposes a framework for deterministic attribute modulation without retraining to bridge this gap via inference-time activation steering. Utilizing the Difference-in-Means (DiffMean) methodology, we isolate latent directions for signal attributes, specifically Pitch and Duration, within the residual stream. We validate the Linear Representation Hypothesis in this domain, achieving high correlation between steering magnitude and attribute shift. To address the inherent feature entanglement in multi-attribute steering, we introduce a Dual Steering framework utilizing Gram-Schmidt Orthogonalization. Experimental results demonstrate that this geometric decoupling reduces conceptual interference and signal degradation compared to naive vector addition, enabling independent deterministic control even against strong autoregressive conditioning.",https://doi.org/10.5281/zenodo.20446287
W7169870896,Measuring Monosemanticity in Sparse Autoencoders via Latent Activation Coherence,"Katarzyna Filus, Sebastian Pokuciński",2026-07-20,arXiv (Cornell University),drop,"Within Explainable Artificial Intelligence, mechanistic interpretability uses Sparse Autoencoders (SAEs) to extract more interpretable features from neural representations. However, assessing their monosemanticity, and thus explanation quality, remains challenging. Existing metrics require external concept labels or depend on pretrained embedding models, making them sensitive to encoder's geometry. We introduce the Tversky Monosemanticity Score (TMS), a label-free metric that operationalizes monosemanticity as activation-set coherence of binarized SAE latents, and does not require external embedding encoders. We evaluate TMS on SAEs trained on features from pretrained vision and vision-language models (DINOv3, CLIP, BLIP2), two common SAE regimes (TopK, BatchTopK), multiple sparsity levels, and expansion factors. Our results show that TMS is less affected by encoder anisotropy than its embedding-based alternative, while remaining aligned with established monosemanticity indicators. TMS also reveals distinct SAE training dynamics across base models. Moreover, under encoder anisotropy, TMS provides a stronger indication of probe-based concept deletion effectiveness, while being competitive otherwise.",https://doi.org/10.48550/arxiv.2607.17770
W7170112956,Measuring Monosemanticity in Sparse Autoencoders via Latent Activation Coherence,"Katarzyna Filus, Sebastian Pokuciński",2026-07-20,arXiv (Cornell University),drop,"Within Explainable Artificial Intelligence, mechanistic interpretability uses Sparse Autoencoders (SAEs) to extract more interpretable features from neural representations. However, assessing their monosemanticity, and thus explanation quality, remains challenging. Existing metrics require external concept labels or depend on pretrained embedding models, making them sensitive to encoder's geometry. We introduce the Tversky Monosemanticity Score (TMS), a label-free metric that operationalizes monosemanticity as activation-set coherence of binarized SAE latents, and does not require external embedding encoders. We evaluate TMS on SAEs trained on features from pretrained vision and vision-language models (DINOv3, CLIP, BLIP2), two common SAE regimes (TopK, BatchTopK), multiple sparsity levels, and expansion factors. Our results show that TMS is less affected by encoder anisotropy than its embedding-based alternative, while remaining aligned with established monosemanticity indicators. TMS also reveals distinct SAE training dynamics across base models. Moreover, under encoder anisotropy, TMS provides a stronger indication of probe-based concept deletion effectiveness, while being competitive otherwise.",https://openalex.org/W7170112956
W7170623851,Inverse inference of lithium-ion battery degradation parameters via physical modeling and data-driven machine learning,"Chenhang Zheng, Peiheng Lai, Minggang Zeng, Hao Wu, Bharathi Madurai Srinivasan, Xintian Zhang, Yimin A. Wu, Yingbing Lin, Man‐Fai Ng, Ming Yang",2026-07-24,npj Computational Materials,drop,"Accurate prediction of lithium-ion battery (LIB) degradation is essential for lifetime assessment and safety management, yet remains challenging because of the complex underlying degradation physics and the high-dimensional parameter space. Existing approaches often struggle to capture coupled, multiscale degradation processes while preserving both computational efficiency and physical interpretability. Here, we present a physics-informed inverse inference framework that leverages the intrinsic two-stage degradation behavior of LIBs to overcome these bottlenecks. By extracting compact, observable physical signatures such as the linear-stage slope, and the knee point for the nonlinear transition, we effectively reduce the dimensionality of the degradation parameter space. We integrate pseudo-two-dimensional (P2D) physical modeling with a lightweight machine learning algorithm (XGBoost) to map these macroscopic trajectory features to internal electrochemical aging parameters, such as solid-electrolyte interphase (SEI) growth and lithium plating. Validated against experimental cycling data, our framework reconstructs degradation trajectories with high fidelity and drastically reduced computational complexity. Furthermore, it uniquely provides uncertainty quantification in accelerated aging regimes. This work bridges the gap between data-driven efficiency and mechanistic interpretability, which could be useful for advanced battery health diagnostics and lifetime optimization.",https://doi.org/10.1038/s41524-026-02250-3
W7170143591,"Reliability-Based Optimisation of Cement-Replacing Steel Fibre Dosage in Concrete: A Mechanistic Model Linking Compressive Strength, Characteristic Strength and Structural Reliability",Rowland-Lato Eghosasere Oluwaseyi,2026-07-21,Saudi Journal of Civil Engineering,keep,"Steel fibre-reinforced concrete (SFRC) is generally modelled for compressive strength; nevertheless, almost all published models assume fibres are added to a fixed mix and stop at predicting mean strength, neglecting both the cement-replacement scenario and reliability-based design. This study develops a mechanistic, interpretable model for SFRC in which steel fibres replace cement by mass, a composition that raises the effective water-to-cement ratio while incorporating crack-bridging benefit. Compressive strength is expressed as the sum of a paste-weakening term decaying with the surviving cement fraction and a Rayleigh-type bridging term that peaks before balling degrades dispersion. Across seven fibre dosages (0–12% of cement mass) at two curing ages (224 specimens), the model reproduced the non-monotonic strength response with R² = 0.887 at 28 days and independently recovered the bridging optimum near 6–7% fibre without that value being imposed, indicating that it demonstrates the governing physics rather than merely fitting the data. Hardened density showed no reliable dosage trend and stayed within the normal-weight band. Extending the study to characteristic strength and reliability indices, the model showed that only the control mix cleared the design target, every fibre mix falling below it. The framework links predictive accuracy to structural usability, with external validation identified as the priority next step.",https://doi.org/10.36348/sjce.2026.v10i07.001
W7171037478,Anti-load performance evaluation method for electro-hydrostatic actuators based on physics-embedded attention mechanism,"shiming feng, Huanguo Chen, Jiahui Tang, Peng Zhang, Hui Liu, Haohan Tao, Rong Chen, xiangwu fei",2026-07-25,Mechanical Systems and Signal Processing,drop,,https://doi.org/10.1016/j.ymssp.2026.114741
W7170325083,Hayula Neural Transformer: Multi-Scale Residual Stream Architecture with Global Workspace Gating for Security Language Models,Yahya Saqban,2026-07-24,Zenodo (CERN European Organization for Nuclear Research),drop,"We introduce the Hayula Neural Transformer (HNT), a novel architecture that bakes Global Workspace theory (Baars, 1988) into transformer design through Multi-Scale Residual Streams. Inspired by the discovery that J-lens vectors form a global workspace in standard transformers—with broadcast heads specialized for relaying workspace content and MLP layers preferentially amplifying workspace-aligned directions (Gurnee et al., 2026)—HNT explicitly separates computation into three residual streams: a main stream for standard autoregressive computation, a local stream for syntax and surface-level features concentrated in early layers, and a global stream for workspace-level conceptual content concentrated in middle layers. A Cross-Stream Gating (CSG) mechanism, parameterized as a low-rank bilinear form inspired by QK-circuit analysis (Anthropic, 2025a), controls information flow between streams while minimizing feature interference. We further introduce Broadcast Heads: attention heads whose OV circuits are optimized for workspace content relay using gain-based selection metrics derived from MLP amplification analysis. Applied to security-domain training on a curated corpus of threat intelligence, vulnerability descriptions, and secure code repositories, HNT achieves 18% greater concept depth (measured by J-lens projection magnitude) than equivalent-parameter standard transformers, with a 22% reduction in feature interference as measured by the interference weight metric (Anthropic, 2025b). Our results demonstrate that architectural specialization informed by mechanistic interpretability yields disproportionate gains in domain-specific reasoning tasks.",https://doi.org/10.5281/zenodo.21537192
W7170707752,Hayula Neural Transformer: Multi-Scale Residual Stream Architecture with Global Workspace Gating for Security Language Models,Yahya Saqban,2026-07-24,Zenodo (CERN European Organization for Nuclear Research),drop,"We introduce the Hayula Neural Transformer (HNT), a novel architecture that bakes Global Workspace theory (Baars, 1988) into transformer design through Multi-Scale Residual Streams. Inspired by the discovery that J-lens vectors form a global workspace in standard transformers—with broadcast heads specialized for relaying workspace content and MLP layers preferentially amplifying workspace-aligned directions (Gurnee et al., 2026)—HNT explicitly separates computation into three residual streams: a main stream for standard autoregressive computation, a local stream for syntax and surface-level features concentrated in early layers, and a global stream for workspace-level conceptual content concentrated in middle layers. A Cross-Stream Gating (CSG) mechanism, parameterized as a low-rank bilinear form inspired by QK-circuit analysis (Anthropic, 2025a), controls information flow between streams while minimizing feature interference. We further introduce Broadcast Heads: attention heads whose OV circuits are optimized for workspace content relay using gain-based selection metrics derived from MLP amplification analysis. Applied to security-domain training on a curated corpus of threat intelligence, vulnerability descriptions, and secure code repositories, HNT achieves 18% greater concept depth (measured by J-lens projection magnitude) than equivalent-parameter standard transformers, with a 22% reduction in feature interference as measured by the interference weight metric (Anthropic, 2025b). Our results demonstrate that architectural specialization informed by mechanistic interpretability yields disproportionate gains in domain-specific reasoning tasks.",https://doi.org/10.5281/zenodo.21537193
W4417129284,Deductive Logic in Language Models: Horizontal vs. Vertical Reasoning,"Davide Maltoni, Matteo Ferrara",2026-07-21,Machine Learning and Knowledge Extraction,drop,"Recent language models exhibit significant logical reasoning abilities, yet the mechanisms supporting deductive inference remain poorly understood. This paper studies small transformer-based language models trained from scratch on multi-step deductive tasks, focusing on the distinction between horizontal reasoning, where intermediate steps are generated autoregressively, and vertical reasoning, where inference unfolds implicitly across layers before the first output token is produced. We analyze two synthetic tasks: logical consequence over chains of symbolic implications and root-to-leaf navigation in binary trees. Mechanistic interpretability reveals that Chain-of-Thought supervision enables models to learn rule-based inference rather than statistical shortcuts. In the horizontal setting, a shallow attention-only model develops interpretable circuits for rule completion, rule chaining, and final decision making, largely implemented through induction-head-like mechanisms. We further introduce a truncated pseudoinverse method to decode the information carried by queries, keys, and values. For vertical reasoning, Chain-of-Thought appears to act less as explicit step-by-step guidance and more as a form of curriculum learning, helping the model acquire increasingly complex reasoning patterns. Without Chain-of-Thought, models tend to memorize or exploit dataset biases. These results provide a low-level account of how transformers can implement deductive reasoning and suggest how Chain-of-Thought may serve different functions in horizontal and vertical reasoning.",https://doi.org/10.3390/make8070214
